Data,ID,Number,Answer,TF,Response,Total,StartTime,EndTime,Slide
2022.7.28,n22m306,37,B,F,0.167,11.332,17808,17975,40
2022.7.28,n22m306,38,B,F,0.208,11.54,18159,18367,41
2022.7.28,n22m306,39,B,F,0.2,11.74,18560,18760,42
2022.7.28,n22m306,40,B,F,0.193,11.933,18941,19134,43
2022.7.28,n22m306,41,B,F,0.178,12.111,19344,19522,44
2022.7.28,n22m306,42,B,F,0.2,12.311,19709,19909,45
2022.7.28,n22m306,43,B,T,0.209,12.52,20118,20327,46
2022.7.28,n22m306,44,B,F,0.2,12.72,20503,20703,47
2022.7.28,n22m306,45,B,F,0.194,12.914,20879,21073,48
2022.7.28,n22m306,46,B,F,0.201,13.115,21261,21462,49
2022.7.28,n22m306,47,B,F,0.197,13.312,21639,21836,50
2022.7.28,n22m306,48,B,F,0.218,13.53,22031,22249,51
2022.7.28,n22m306,49,B,F,0.189,13.719,22430,22619,52
2022.7.28,n22m306,50,B,F,0.167,13.886,22806,22973,53
2022.7.28,n22m306,51,B,F,0.206,14.092,23168,23374,54
2022.7.28,n22m306,52,B,F,0.179,14.271,23556,23735,55
2022.7.28,n22m306,53,B,F,0.21,14.481,23917,24127,56
2022.7.28,n22m306,54,B,F,0.222,14.703,24319,24541,57
2022.7.28,n22m306,55,B,T,0.235,14.938,24766,25001,58
2022.7.28,n22m306,56,B,F,0.209,15.147,25214,25423,60
2022.7.28,n22m306,57,,,0.202,15.349,25423,25625,60
2022.7.28,n22m306,57,B,F,0.204,15.553,25625,25829,61
2022.7.28,n22m306,58,B,F,0.194,15.747,26007,26201,62
2022.7.28,n22m306,59,B,T,0.185,15.932,26391,26576,63
2022.7.28,n22m306,60,B,F,0.192,16.124,26742,26934,64
2022.7.28,n22m306,61,B,F,0.177,16.301,27125,27302,65
2022.7.28,n22m306,62,B,T,0.198,16.499,27495,27693,66
2022.7.28,n22m306,63,B,F,0.195,16.694,27877,28072,67
2022.7.28,n22m306,64,B,F,0.188,16.882,28261,28449,68
2022.7.28,n22m306,65,B,F,0.192,17.074,28647,28839,69
2022.7.28,n22m306,66,B,F,0.181,17.255,29048,29229,70
2022.7.28,n22m306,67,B,F,0.176,17.431,29433,29609,71
2022.7.28,n22m306,68,B,F,0.182,17.613,29799,29981,72
2022.7.28,n22m306,69,B,F,0.186,17.799,30183,30369,73
2022.7.28,n22m306,70,B,F,0.191,17.99,30566,30757,74
2022.7.28,n22m306,71,B,T,0.213,18.203,30969,31182,75
2022.7.28,n22m306,72,B,T,0.171,18.374,31348,31519,76
2022.7.28,n22m306,73,B,F,0.192,18.566,31702,31894,77
2022.7.28,n22m306,74,B,T,0.193,18.759,32096,32289,78
2022.7.28,n22m306,75,B,T,0.194,18.953,32645,32839,79
2022.7.28,n22m306,76,B,F,0.207,19.16,33225,33432,80
2022.7.28,n22m306,77,B,F,0.186,19.346,33628,33814,81
2022.7.28,n22m306,78,B,F,0.185,19.531,34007,34192,82
2022.7.28,n22m306,79,B,T,0.192,19.723,34376,34568,83
2022.7.28,n22m306,80,B,F,0.166,19.889,34776,34942,84
2022.7.28,n22m306,81,B,F,0.359,20.248,35095,35454,85
2022.7.28,n22m306,82,B,F,0.175,20.423,35646,35821,86
2022.7.28,n22m306,83,B,F,0.182,20.605,36031,36213,87
2022.7.28,n22m306,84,B,F,0.168,20.773,36440,36608,88
2022.7.28,n22m306,85,B,T,0.193,20.966,36792,36985,89
2022.7.28,n22m306,86,B,F,0.171,21.137,37169,37340,90
2022.7.28,n22m306,87,B,F,0.182,21.319,37544,37726,91
2022.7.28,n22m306,88,B,T,0.208,21.527,37934,38142,92
2022.7.28,n22m306,89,B,F,0.219,21.746,38326,38545,93
2022.7.28,n22m306,90,B,T,0.205,21.951,38745,38950,94
2022.7.28,n22m306,91,B,F,0.203,22.154,39150,39353,95
2022.7.28,n22m306,92,B,F,0.195,22.349,39546,39741,96
2022.7.28,n22m306,93,B,F,0.216,22.565,39936,40152,97
2022.7.28,n22m306,94,B,T,0.184,22.749,40335,40519,98
2022.7.28,n22m306,95,B,F,0.211,22.96,40725,40936,99
2022.7.28,n22m306,96,B,F,0.212,23.172,41125,41337,100
2022.7.28,n22m306,97,B,T,0.192,23.364,41527,41719,101
2022.7.28,n22m306,98,B,F,0.194,23.558,41921,42115,103
